Date,Open,High,Low,Close,Adj Close,Volume
2014-08-01,578.549988,583.429993,570.299988,573.599976,573.599976,2213300
2014-08-04,576.51001,583.820007,572.26001,582.27002,582.27002,1519400
2014-08-05,579.380005,580.200012,570.3099980000001,573.1400150000001,573.1400150000001,1643800
2014-08-06,569.5,578.6400150000001,567.450012,574.48999,574.48999,1322800
2014-08-07,576.049988,578.3099980000001,569.429993,571.8099980000001,571.8099980000001,1163000
2014-08-08,572.02002,579.5599980000001,569.02002,577.9400019999999,577.9400019999999,1493300
2014-08-11,579.0,579.6900019999999,575.299988,577.25,577.25,1203400
2014-08-12,575.0,575.900024,569.909973,572.119995,572.119995,1394500
2014-08-13,576.450012,586.130005,575.200012,584.5599980000001,584.5599980000001,1899400
2014-08-14,586.6900019999999,587.799988,580.919983,584.650024,584.650024,1272900
2014-08-15,587.5,589.469971,580.76001,583.710022,583.710022,1723400
2014-08-18,587.099976,595.049988,586.549988,592.700012,592.700012,1466000
2014-08-19,595.590027,597.8099980000001,594.4400019999999,597.1099849999999,597.1099849999999,1043200
2014-08-20,596.950012,596.98999,593.0,595.409973,595.409973,967300
2014-08-21,594.900024,595.25,591.099976,592.419983,592.419983,1132000
2014-08-22,593.27002,594.98999,589.799988,592.539978,592.539978,877200
2014-08-25,594.77002,595.580017,589.26001,590.570007,590.570007,1295600
2014-08-26,592.0,592.049988,587.450012,588.119995,588.119995,1471700
2014-08-27,587.8099980000001,589.369995,580.900024,583.0,583.0,1364600
2014-08-28,580.02002,584.710022,577.880005,580.320007,580.320007,1405800
2014-08-29,582.349976,582.900024,578.23999,582.3599849999999,582.3599849999999,1206100
2014-09-02,582.950012,589.299988,582.400024,588.630005,588.630005,1583000
2014-09-03,591.72998,594.48999,586.5,589.52002,589.52002,1579000
2014-09-04,592.130005,598.0,590.599976,593.1400150000001,593.1400150000001,1630800
2014-09-05,595.130005,598.5,593.549988,597.780029,597.780029,1799100
2014-09-08,599.1400150000001,603.52002,598.02002,601.630005,601.630005,1599200
2014-09-09,600.27002,600.599976,590.47998,591.969971,591.969971,1571200
2014-09-10,591.73999,593.719971,587.1400150000001,593.419983,593.419983,1160100
2014-09-11,590.0,591.950012,586.039978,591.1099849999999,591.1099849999999,1501400
2014-09-12,590.3900150000001,591.47998,583.280029,584.900024,584.900024,1851500
2014-09-15,582.23999,583.919983,577.01001,581.6400150000001,581.6400150000001,1545400
2014-09-16,580.950012,590.150024,580.950012,588.780029,588.780029,1579600
2014-09-17,589.51001,596.070007,587.119995,593.289978,593.289978,1719500
2014-09-18,595.049988,597.5599980000001,593.02002,597.27002,597.27002,1494500
2014-09-19,599.48999,605.400024,597.76001,605.400024,605.400024,4191600
2014-09-22,602.5,603.799988,593.119995,597.27002,597.27002,1782200
2014-09-23,595.0,596.650024,590.23999,591.179993,591.179993,1403700
2014-09-24,591.570007,600.1099849999999,590.299988,598.419983,598.419983,1758000
2014-09-25,596.98999,598.070007,584.73999,585.25,585.25,1671000
2014-09-26,585.929993,589.570007,585.0,587.900024,587.900024,1289100
2014-09-29,581.830017,589.3099980000001,581.570007,587.8099980000001,587.8099980000001,1143700
2014-09-30,587.48999,591.0,584.5,588.409973,588.409973,1571500
2014-10-01,586.799988,588.719971,578.02002,579.630005,579.630005,1447700
